SAND_MORE			0		1		0		2		192		192		192		255		220		255		0.5		0.5		0.3			0.2		1.0			0.0				0.5
;
P_GRASSMID1			1		0		0		1		255		255		255		255		50		255		1.5		0.61		1.5			0.25		1.0			3.0				0
P_GRASSMID1			0		1		2		0		190		250		165		255		0		255		3		0.21		1.5			0.25		1.0			3.0				0.4
;
P_GRASSMID2			0		0		0		1		210		250		128		255		50		200		0.5		0.31		1.5			0.25		1.0			3.0				0
P_GRASSMID2			1		0		0		1		210		250		128		255		50		200		1.5		0.61		1.5			0.85		1.0			3.0				0.3
;
;
P_BUSHYDRY			0		1		2		0		190		250		165		255		0		255		3		0.21		1.5			0.25		1.0			3.0				0.4
P_BUSHYDRY			0		1		2		0		190		250		165		255		0		255		3		0.21		1.5			0.25		1.0			3.0				0.4
;
P_GRASSLIGHTER			0		1		0		0		242		240		239		255		50		255		0.5		0.31		1.5			0.25		1.0			3.0				0.5
P_GRASSLIGHTER			1		1		2		0		242		240		239		255		50		255		3		0.31		0.3			0.25		1.0			3.0				0.5
;
P_GRASSLIGHTER2			0		1		0		0		242		240		239		255		50		255		0.5		0.31		1.5			0.25		1.0			3.0				0.5
P_GRASSLIGHTER2			1		1		2		0		242		240		239		255		50		255		3		0.31		0.3			0.25		1.0			3.0				0.5
;
P_WOODLAND			0		0		2		0		210		250		128		255		50		255		3		0.31		0			0.25		1.0			3.0				1
P_WOODLAND			1		1		1		3		255		255		255		190		10		255		2.5		1.5		0.5			0.25		1.0			3.0				0.1
;
P_FORESTSTUMPS			0		0		0		0		252		220		139		255		50		255		0.5		0.51		1.5			0.25		1.0			3.0				0.5
P_FORESTSTUMPS			1		1		0		2		252		220		139		255		50		255		1.5		0.61		1.5			0.85		1.0			3.0				0.3
;
P_GRASSBRNMIX			0		0		0		1		252		200		139		255		50		255		0.5		0.31		1.5			0.25		1.0			3.0				0.5
P_GRASSBRNMIX			1		0		0		1		252		200		139		255		50		255		1.5		0.61		1.5			0.85		1.0			3.0				0.5
;
CORNFIELD			1		1		0		1		255		255		255		255		90		255		1.5		1		1.5			0.85		1.0			3.0				0.3
;
P_SAND				1		1		2		0		210		205		182		255		0		255		1.5		0.3		0.5			0.3		1.0			3.0				0.2
P_SAND_ARID			1		1		2		0		245		147		113		255		0		255		1.5		0.3		0.5			0.3		1.0			3.0				0.2
P_SAND_DENSE			1		1		2		0		210		205		182		180		0		255		1.5		0.3		0.5			0.3		1.0			3.0				0.2
P_SAND_COMPACT			1		1		2		0		245		190		100		255		0		255		1.5		0.3		0.5			0.3		1.0			3.0				0.2
P_GRASS_SHORT			0		1		2		0		190		250		165		255		0		255		1.5		0.3		0.5			0.3		1.0			3.0				0.5
P_GRASS_MEADOW			0		1		2		2		210		250		128		255		64		255		1.5		0.3		0.5			0.3		1.0			3.0				0.5
P_GRASS_DRY			0		1		2		0		190		250		165		255		0		255		3		0.21		1.5			0.25		1.0			3.0				0.4
P_WOODDENSE			0		1		2		3		190		250		165		255		0		255		1.5		0.3		0.5			0.3		1.0			3.0				0.5
P_ROADSIDEDES			0		1		2		2		202		222		202		255		220		255		1.5		0.3		0.1			0.3		1.0			0.0				0.01
;
P_GRASSWEEFLOWERS		0		1		0		0		242		240		239		255		50		255		0.5		0.31		1.5			0.25		1.0			3.0				0.5
P_GRASSWEEFLOWERS		1		1		2		0		242		240		239		255		50		255		3		0.31		0.3			0.35		1.0			3.0				0.5
;
P_GRASSDRYTALL			0		1		0		2		190		250		165		255		50		255		0.5		0.31		1.5			0.25		1.0			3.0				0
P_GRASSDRYTALL			1		1		2		2		190		250		165		255		50		255		3		0.31		0.3			0.35		1.0			3.0				0.5
;
P_GRASSLUSHTALL			0		1		0		0		242		240		239		255		50		255		0.5		0.31		1.5			0.25		1.0			3.0				0.5
P_GRASSLUSHTALL			1		1		2		0		242		240		239		255		50		255		3		0.31		0.3			0.35		1.0			3.0				0.5
;
P_GRASSGRNMIX			1		1		2		0		210		250		200		255		50		255		2		0.21		0			0.1		1.0			3.0				0.3
;
P_GRASSLOW			0		1		2		0		190		250		165		255		0		255		3		0.21		1.5			0.25		1.0			3.0				0.4
P_GRASSLIGHTER2			0		1		0		0		242		240		239		255		50		255		0.5		0.31		1.5			0.25		1.0			3.0				0.5
P_GRASSLIGHTER2			1		1		2		0		242		240		239		255		50		255		3		0.31		0.3			0.35		1.0			3.0				0.5
;
P_GRASSROCKY			0		0		0		1		190		250		165		255		0		255		0.5		0.31		1.5			0.25		1.0			3.0				0.5
P_GRASSSMALLTREES		0		0		0		1		190		250		165		255		0		255		0.5		0.31		1.5			0.25		1.0			3.0				0.5
P_GRASSLIGHT			0		0		0		1		190		250		165		255		0		255		0.5		0.31		1.5			0.25		1.0			3.0				0.5
;
;
P_GRASSDARK			0		1		2		2		190		250		165		255		0		255		3		0.21		1.5			0.25		1.0			3.0				0.4
P_GRASSDARK2			0		1		2		2		190		250		165		255		0		255		3		1.0		1.5			0.25		1.0			3.0				0.4
P_GRASSDIRTMIX			0		1		2		0		210		250		190		255		0		255		3		0.21		1.5			0.25		1.0			3.0				0.3
;
;
;
;the end
