// Fore each type of zone (Business, Countryside etc) we have a that controls the ped densities.
// There is a set of values for each time of the day in 2 hour increments (midnight, 2am, 4 am etc)
// There are 2 sets of values: Weekday & Weekend.
// #Peds is the maximum number of peds you can ever have.
// #Cars is the maximum number of cars you can ever have.

// 4 Values for Dealers Gang Cops Other. These are percentages and are used to take the
// number of Dealers, gang members etc down during certain times of the day.
// These numbers do not add up to anything. If they are all 100% you would get the full #Peds.

// A number of values for the different types of peds that are not Dealers, Gang members or cops.
// This is what is specified as 'Other' in the first 4 values.
// This number should add up to 100%. If it doesn't the game will scale it to 100% and print a warning.

////////////////////////////////////////////////////////////////////////////////////////
// BUSINESS
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
   2     1       0       0  10   100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0      85          0          // Midnight
   2     1       0       0  10   100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0      85          0          // 2am
   2     2       0       0  10   100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0      85          0          // 4am
   5     5       0       0  10   100        15      0        0        10      0         0        0            0               0           0         0       0       0         0       0             0      75          0           // 6am
   8     10      0       0  50   100        15      0        0        15      0         0        0            0               0           0         0       0       0         0       0             0      70          0           // 8am
   4     8       0       0  30   100        15      0        0        10      0         0        0            0               0           0         0       0       0         0       0             0      75          0           // 10am
   4     7       0       0  10   100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0      85          0           // noon
   4     4       0       0  10   100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0      85          0           // 2pm
   4     8       0       0  30   100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0      85          0           // 4pm
   4     9       0       0  30   100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0      85          0           // 6pm
   4     2       0       0  10   100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0      85          0           // 8pm
   2     1       0       0  10   100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0      85          0          // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
   2     6       0       0  50   100        0       0        0        0       0         0        0           0               10           0         0       0       0         0       0             0      90          0         // Midnight
   2     2       0       0  50   100        0       0        0        0       0         0        0          10               10           0         0       0       0         0       0             0      80          0         // 2am
   2     1       0       0  10   100        0       0        0        0       0         0        0          10               20           0         0       0       0         0       0             0      70          0         // 4am
   2     7       0       0  10   100        0       0        0        0       0         0        0          10               20           0         0       0       0         0       0             0      70          0          // 6am
   4     9       0       0  10   100        0       0        0        0       0         0        0           0               10           0         0       0       0         0       0             0	   90          0          // 8am
   4     8       0       0  10   100        0       0        0        0       0         0        0           0               20           0         0       0       0         0       0             0      80          0          // 10am
   4     8       0       0  10   100        0       0        0        0       0         0        0           0               20           0         0       0       0         0       0             0      80          0          // noon
   4     7       0       0  10   100        0       0        0        0       0         0        0           0               10           0         0       0       0         0       0             0      90          0          // 2pm
   4     6       0       0  30   100        0       0        0        0       0         0        0          10               20           0         0       0       0         0       0             0      70          0          // 4pm
   4     8       0       0  30   100        0       0        0        0       0         0        0          10               20           0         0       0       0         0       0             0      70          0          // 6pm
   4     4       0       0  30   100        0       0        0        0       0         0        0          10               10           0         0       0       0         0       0             0      80          0          // 8pm
   2     2       0       0  50   100        0       0        0        0       0         0        0           0               10           0         0       0       0         0       0             0      90          0         // 10pm



////////////////////////////////////////////////////////////////////////////////////////
// ENTERTAINMENT   - this is used for LA and SF (not lots of entertainers here)
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
   20    12    100     100  100  100        0        0       60       0       0          0        0           0                0          20       20       0       0         0        0           0      0          0          // Midnight
   20    12    100     100  100  100        5        0       65       0       0          0        0           0                0          20       10       0       0         0        0           0      0          0           // 2am
    8    12    100     100  100  100       10       15       45       0       0          0        0           0                0          20       10       0       0         0        0           0      0          0           // 4am
    8    12    100     100  100  100       10       25       0        0       0          0       35           30               0          0         0       0       0         0        0           0      0          0            // 6am
   10    18    100      70  100  100        0       30       0        0       0          0       35           35               0          0         0       0       0         0        0           0      0          0            // 8am
   15    20     50      70  100  100        0       30       0        0       0          0       35           35               0          0         0       0       0         0        0           0      0          0            // 10am
   20    18     50      70  100  100        0       30       0        0       0          0       35           35               0          0         0       0       0         0        0           0      0          0            // noon
   20    18     50      70  100  100       10       25       0        0       0          0       35           30               0          0         0       0       0         0        0           0      0          0            // 2pm
   15    12     50      70  100  100       10       25       0        0       0          0       35           30               0          0         0       0       0         0        0           0      0          0            // 4pm
   15    11     50      70  100  100       10       25       0        0       0          0       35           30               0          0         0       0       0         0        0           0      0          0            // 6pm
   20     9     50     100  100  100        0        0       40       0       0          0       30           30               0          0         0       0       0         0        0           0      0          0             // 8pm
   20     9    100     100  100  100        0        0       60       0       0          0        0            0               0         20        20       0       0         0        0           0      0          0          // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
   20    12    100     100  100  100        0        0       60       0       0          0        0           0                0          20       20       0       0         0        0           0      0          0          // Midnight
   20    12    100     100  100  100        0        0       70       0       0          0        0           0                0          20       10       0       0         0        0           0      0          0           // 2am
    8    12    100     100  100  100        0        0       60       0       0          0        0           0                0          25       15       0       0         0        0           0      0          0           // 4am
    8    12    100     100  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // 6am
   10    18    100      70  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // 8am
   15    20     50      70  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // 10am
   20    20     50      70  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // noon
   20    20     50      70  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // 2pm
   15    18     50      70  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // 4pm
   15    10     50      70  100  100        0        0       0        0       0          0       50           50               0          0         0       0       0         0        0           0      0          0            // 6pm
   20     9     50     100  100  100        0        0       40       0       0          0       30           30               0          0         0       0       0         0        0           0      0          0             // 8pm
   20     9    100     100  100  100        0        0       60       0       0          0        0            0               0         20        20       0       0         0        0           0      0          0          // 10pm

////////////////////////////////////////////////////////////////////////////////////////
// COUNTRYSIDE
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    2    1       0       0  10   100       5       0        0        55      0          0       0            0               10          15        15       0       0         0       0            0      0          0           // Midnight
    2    1       0       0  10   100       5       0        0        55      0          0       0            0               10          15        15       0       0         0       0            0      0          0           // 2am
    5    1       0       0  10   100       5       0        0        80      0          0       0            0               15          0         0        0       0         0       0            0      0          0          // 4am
    5    2       0       0  10   100       5       0        0        75      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 6am
    5    6       0       0  50   100       5       0        0        75      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 8am
    5    2       0       0  20   100       5       0        0        75      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 10am
    5    3       0       0  20   100       5       0        0        75      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // noon
    5    3       0       0  20   100       5       0        0        75      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 2pm
    5    3       0       0  20   100       5       0        0        75      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 4pm
    5    5       0       0  20   100       5       0        0        75      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 6pm
    2    3       0       0  20   100       5       0        0        75      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 8pm
    2    1       0       0  10   100       5       0        0        55      0          0       0            0               10          15        15       0       0         0       0            0      0          0           // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    3    2       0       0  10   100       0       0        0        50      0          0       0            0               20          20        10       0       0         0       0            0      0          0           // Midnight
    3    2       0       0  10   100       0       0        0        50      0          0       0            0               20          20        10       0       0         0       0            0      0          0           // 2am
    5    1       0       0  10   100       0       0        0        50      0          0       0            0               20          20        10       0       0         0       0            0      0          0           // 4am
    5    4       0       0  10   100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 6am
    5    5       0       0  50   100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 8am
    6    3       0       0  10   100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 10am
    6    3       0       0  10   100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // noon
    6    9       0       0  30   100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 2pm
    5    9       0       0  50   100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 4pm
    5    9       0       0  50   100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 6pm
    3    6       0       0  30   100       0       0        0        80      0          0       0            0               20          0         0        0       0         0       0            0      0          0           // 8pm
    3    2       0       0  10   100       0       0        0        50      0          0       0            0               20          20        10       0       0         0       0            0      0          0           // 10pm


////////////////////////////////////////////////////////////////////////////////////////
// RESIDENTIAL_RICH
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    6    2     100      30  50   100       0        0       0        0       0          0       60            0               0          20        20       0       0         0       0            0      0          0           // Midnight
    6    2      50      30  10   100       0        0       0        0       0          0       60            0               0          20        20       0       0         0       0            0      0          0           // 2am
    6    4      50      30  10   100       0        0       0        0       0          0       60            0               0          20        20       0       0         0       0            0      0          0           // 4am
   10    8      10      10  50   100       0       40       0        0       0          0       60            0               0          0         0        0       0         0       0            0      0          0           // 6am
   12    12     10      10  50   100       0       40       0        0       0          0       60            0               0          0         0        0       0         0       0            0      0          0           // 8am
   14    6      10      10  10   100       0       20       0        0       0          0       80            0               0          0         0        0       0         0       0            0      0          0           // 10am
   14    15     20      50  10   100       0       40       0        0       0          0       60            0               0          0         0        0       0         0       0            0      0          0           // noon
   14    8      20      50  100  100       0        0       0        0       0          0       80            0               0          0         0        0       0         0       0            0      0          0           // 2pm
   14    15     20      50  100  100       0       40       0        0       0          0       60            0               0          0         0        0       0         0       0            0      0          0           // 4pm
   12    9      50      50  30   100       0       40       0        0       0          0       60            0               0          0         0        0       0         0       0            0      0          0           // 6pm
   10    9      50     100  10   100       0        0       0        0       0          0       65            0               0          15        20       0       0         0       0            0      0          0           // 8pm
    6    4     100     100  10   100       0        0       0        0       0          0       60            0               0          20        20       0       0         0       0            0      0          0           // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    6    12    100     100  10   100        0        0       0        0       0         0        60            0               0          20         20       0       0         0       0            0      0          0           // Midnight
    6    2     100      50  10   100        0        0       0        0       0         0        60            0               0          20         20       0       0         0       0            0      0          0           // 2am
    6    2     100      10  10   100        0        0       0        0       0         0        60            0               0          20         20       0       0         0       0            0      0          0           // 4am
    8    4      30      10  10   100        0        0       0        0       0         0        100           0               0          0          0        0       0         0       0            0      0          0           // 6am
    8    6      30      10  10   100        0        0       0        0       0         0        100           0               0          0          0        0       0         0       0            0      0          0           // 8am
   12    12     50      30  10   100        0        0       0        0       0         0        100           0               0          0          0        0       0         0       0            0      0          0           // 10am
   15    15     50      50  10   100        0        0       0        0       0         0        100           0               0          0          0        0       0         0       0            0      0          0           // noon
   15    15     50      50  10   100        0        0       0        0       0         0        100           0               0          0          0        0       0         0       0            0      0          0           // 2pm
   12    14     50      50  10   100        0        0       0        0       0         0        100           0               0          0          0        0       0         0       0            0      0          0           // 4pm
   10    14     50      70  50   100        0        0       0        0       0         0        60            0               0          20         20       0       0         0       0            0      0          0           // 6pm
    6    12     50     100  30   100        0        0       0        0       0         0        60            0               0          20         20       0       0         0       0            0      0          0           // 8pm
    6    5     100     100  30   100        0        0       0        0       0         0        60            0               0          20         20       0       0         0       0            0      0          0           // 10pm



////////////////////////////////////////////////////////////////////////////////////////
// RESIDENTIAL_AVERAGE
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    8    3     100     100  10   100        0        0       0        0       0         0        0            70                0         15        15       0       0         0       0            0      0          0            // Midnight
    8    4     100     100  10   100        0        0       0        0       0         0        0            70                0         15        15       0       0         0       0            0      0          0            // 2am
    8    8     100     100  10   100       10        0       0        0       0         0        0            60                0         15        15       0       0         0       0            0      0          0            // 4am
    8    17     30     100  10   100       20        20      0        0       0         0        0            60                0         0         0        0       0         0       0            0      0          0            // 6am
   10    30     20      70  50   100       10        30      0        0       0         0        0            60                0         0         0        0       0         0       0            0      0          0            // 8am
   12    20     20      70  50   100       10        0       0        0       0         0        0            90                0         0         0        0       0         0       0            0      0          0            // 10am
   15    18     20      70  50   100       10        20      0        0       0         0        0            70                0         0         0        0       0         0       0            0      0          0            // noon
   15    18     20      70  50   100        5        0       0        0       0         0        0            95                0         0         0        0       0         0       0            0      0          0            // 2pm
   15    25     20      70  10   100       10        30      0        0       0         0        0            60                0         0         0        0       0         0       0            0      0          0            // 4pm
   18    33     20      70  10   100        5        25      0        0       0         0        0            70                0         0         0        0       0         0       0            0      0          0            // 6pm
   18    10     50     100  10   100        0        0       0        0       0         0        0            70                0        15        15        0       0         0       0            0      0          0            // 8pm
    8    6     100     100  10   100        0        0       0        0       0         0        0            70                0        15        15        0       0         0       0            0      0          0            // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    8    2     100     100  10   100        0        0       10       0       0         0        0            50                0         20        20       0       0         0       0            0      0          0            // Midnight
    8    5     100     100  10   100        0        0       10       0       0         0        0            50                0         20        20       0       0         0       0            0      0          0            // 2am
    8    6     100     100  10   100        0        0       0        0       0         0        0            100               0         0         0        0       0         0       0            0      0          0           // 4am
    8    6     100     100  30   100        0        0       0        0       0         0        0            100               0         0         0        0       0         0       0            0      0          0            // 6am
   10    9     100      70  50   100        0        0       0        0       0         0        15           85                0         0         0        0       0         0       0            0      0          0            // 8am
   12    17     50      70  10   100        0        0       0        0       0         0        15           85                0         0         0        0       0         0       0            0      0          0            // 10am
   15    18     50      70  10   100        0        0       0        0       0         0        0            100               0         0         0        0       0         0       0            0      0          0            // noon
   15    20     50      70  30   100        0        0       0        0       0         0        0            180               0         0         0        0       0         0       0            0      0          0            // 2pm
   15    25     50      70  10   100        0        0       0        0       0         0        15           85                0         0         0        0       0         0       0            0      0          0            // 4pm
   15    28     50      70  10   100        0        0       0        0       0         0        15           85                0         0         0        0       0         0       0            0      0          0            // 6pm
   12    19     50     100  10   100        0        0       0        0       0         0        0            100               0         0         0        0       0         0       0            0      0          0            // 8pm
    8    12    100     100  10   100        0        0       10       0       0         0        0             50               0         20        20       0       0         0       0            0      0          0            // 10pm


////////////////////////////////////////////////////////////////////////////////////////
// RESIDENTIAL_POOR
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    6    5     100     100    0  100       10        0       0        0       0          0       0             0              50          20        20       0       0         0       0            0      0          0            // Midnight
    6    5     100     100    0  100       10        0       0        0       0          0       0             5              50          15        20       0       0         0       0            0      0          0            // 2am
    6    5     100     100    0  100       20        0       0        0       0          0       0            15              50          0         15       0       0         0       0            0      0          0           // 4am
    6    14     50     100    0  100       20        0       0        0       0          0       0            20              60          0         0        0       0         0       0            0      0          0           // 6am
   12    15     30      80    0  100       10        0       0        0       0          0       0            20              70          0         0        0       0         0       0            0      0          0         // 8am
   12    8      10      80   10  100       10        0       0        0       0          0       0            20              60          0         10       0       0         0       0            0      0          0             // 10am
   16    15     10      80   10  100       10        0       0        0       0          0       0            20              70          0         0        0       0         0       0            0      0          0            // noon
   12    15     50      80   30  100       10        0       0        0       0          0       0            20              55          0         15       0       0         0       0            0      0          0             // 2pm
   12    12     50      80   10  100        5        0       0        0       0          0       0            15              60          0         20       0       0         0       0            0      0          0             // 4pm
   16    15     50      80   10  100        5        0       0        0       0          0       0            15              80          0         0        0       0         0       0            0      0          0            // 6pm
   12    12    100     100    0  100        5        0       0        0       0          0       0            15              80          0         0        0       0         0       0            0      0          0            // 8pm
    8    5     100     100    0  100        0        0       0        0       0          0       0            20              60          20        20       0       0         0       0            0      0          0            // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    5    12    100     100    0  100        0        0       0        0       0         0        0            10              60          15        15       0       0         0       0            0      0          0            // Midnight
    5    12    100     100    0  100        0        0       0        0       0         0        0            10              60          15        15       0       0         0       0            0      0          0            // 2am
    5    5     100     100    0  100        0        0       0        0       0         0        0            20              80          0         0        0       0         0       0            0      0          0           // 4am
    5    4     100     100    0  100        0        0       0        0       0         0        0            20              80          0         0        0       0         0       0            0      0          0            // 6am
   10    4     100      80    0  100        0        0       0        0       0         0        0            20              80          0         0        0       0         0       0            0      0          0            // 8am
   12    6      50      80    0  100        0        0       0        0       0         0        0            20              80          0         0        0       0         0       0            0      0          0            // 10am
   16    14     50      80    0  100        0        0       0        0       0         0        0            20              80          0         0        0       0         0       0            0      0          0            // noon
   12    12     50      80    0  100        0        0       0        0       0         0        0            20              80          0         0        0       0         0       0            0      0          0            // 2pm
   12    12     50      80    0  100        0        0       0        0       0         0        0            20              50          15        15       0       0         0       0            0      0          0             // 4pm
   16    15     50      80    0  100        0        0       0        0       0         0        0            20              50          15        15       0       0         0       0            0      0          0             // 6pm
   16    12    100     100    0  100        0        0       0        0       0         0        0            20              50          15        15       0       0         0       0            0      0          0             // 8pm
    5    12    100     100    0  100        0        0       0        0       0         0        0            20              50          15        15       0       0         0       0            0      0          0            // 10pm

////////////////////////////////////////////////////////////////////////////////////////
// GANGLAND
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    8     2     100     100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0            // Midnight
    8     2     100     100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0            // 2am
    8     2     100     100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0             // 4am
    8     2     100     100    0  100       0    	 0    	 0   	  0       0         0        0 			   0               60        20        20       0       0         0       0            0      0          0              // 6am
    8     4     100     100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0              // 8am
    8     9     50      100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0              // 10am
    8     9     50      100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0              // noon
    8     9     50      100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0              // 2pm
    8     9     50      100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0               // 4pm
    8     9     50      100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0              // 6pm
    8     5     100     100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0              // 8pm
    8     5     100     100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0            // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    12    9     100     100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0            // Midnight
    12    9     100     100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0            // 2am
    8     5     100     100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0             // 4am
    4     2     100     100    0  100	    0		0	 0   	  0       0         0        0 			   0               60        20        20       0       0         0       0            0      0          0              // 6am
    3     2     100     100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0              // 8am
    5     2     50      100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0              // 10am
    15    9     50      100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0              // noon
    15    9     50      100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0              // 2pm
    15    9     50      100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0               // 4pm
    10    9     50      100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0              // 6pm
    8     9     100     100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0              // 8pm
    8     9     100     100    0  100       0        0       0        0       0         0        0             0               60        20        20       0       0         0       0            0      0          0            // 10pm

////////////////////////////////////////////////////////////////////////////////////////
// BEACH
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
